Item Name,Count,Last Updated,Worlds
Ceremonial Bangle of Casting,12,2025-04-07 11:44 AM,"Brynhildr, Balmung, Coeurl, Diabolos, Adamantoise, Behemoth, Jenova, Exodus, Siren, Ultros, Lamia, Gilgamesh"
Grade 3 Gemdraught of Dexterity,12,2025-04-07 11:45 AM,"Brynhildr, Goblin, Zalera, Adamantoise, Lamia, Leviathan, Exodus, Midgardsormr, Faerie, Cactuar, Excalibur, Sargatanas"
Grade 3 Gemdraught of Strength,12,2025-04-07 11:44 AM,"Zalera, Adamantoise, Lamia, Hyperion, Leviathan, Jenova, Midgardsormr, Cactuar, Siren, Ultros, Excalibur, Sargatanas"
Savage Might Materia XII,12,2025-04-07 11:45 AM,"Balmung, Coeurl, Diabolos, Mateus, Zalera, Adamantoise, Lamia, Exodus, Cactuar, Famfrit, Excalibur, Sargatanas"
Ceremonial Greaves of Fending,11,2025-04-07 11:45 AM,"Coeurl, Mateus, Adamantoise, Behemoth, Jenova, Exodus, Siren, Ultros, Famfrit, Excalibur, Sargatanas"
Ceremonial Hose of Fending,11,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Diabolos, Zalera, Adamantoise, Behemoth, Exodus, Siren, Ultros, Excalibur, Sargatanas"
Ceremonial Ring of Aiming,11,2025-04-07 11:44 AM,"Balmung, Coeurl, Diabolos, Malboro, Leviathan, Behemoth, Jenova, Midgardsormr, Siren, Sargatanas, Gilgamesh"
Ceremonial Tunic of Casting,11,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Diabolos, Malboro, Adamantoise, Leviathan, Behemoth, Jenova, Exodus, Ultros, Sargatanas"
Ceremonial Tunic of Healing,11,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Malboro, Mateus, Adamantoise, Behemoth, Jenova, Exodus, Midgardsormr, Lamia, Sargatanas"
Savage Aim Materia XII,11,2025-04-07 11:45 AM,"Brynhildr, Balmung, Coeurl, Diabolos, Mateus, Zalera, Adamantoise, Cactuar, Ultros, Famfrit, Lamia"
Savage Might Materia XI,11,2025-04-07 11:45 AM,"Balmung, Diabolos, Mateus, Zalera, Adamantoise, Lamia, Jenova, Cactuar, Famfrit, Excalibur, Gilgamesh"
Battledance Materia XI,10,2025-04-07 11:44 AM,"Brynhildr, Diabolos, Goblin, Mateus, Zalera, Adamantoise, Faerie, Siren, Cactuar, Famfrit"
Ceremonial Crakows of Scouting,10,2025-04-07 11:43 AM,"Brynhildr, Balmung, Coeurl, Leviathan, Behemoth, Midgardsormr, Siren, Famfrit, Lamia, Gilgamesh"
Ceremonial Earring of Casting,10,2025-04-07 11:43 AM,"Brynhildr, Diabolos, Malboro, Adamantoise, Behemoth, Jenova, Siren, Ultros, Sargatanas, Gilgamesh"
Ceremonial Gloves of Casting,10,2025-04-07 11:44 AM,"Brynhildr, Diabolos, Adamantoise, Leviathan, Behemoth, Exodus, Siren, Ultros, Lamia, Gilgamesh"
Ceremonial Longcap of Striking,10,2025-04-07 11:42 AM,"Brynhildr, Balmung, Coeurl, Diabolos, Zalera, Exodus, Midgardsormr, Siren, Ultros, Gilgamesh"
Ceremonial Necklace of Slaying,10,2025-04-07 11:43 AM,"Balmung, Diabolos, Zalera, Behemoth, Jenova, Exodus, Midgardsormr, Siren, Ultros, Gilgamesh"
Ceremonial Vest of Scouting,10,2025-04-07 11:45 AM,"Brynhildr, Balmung, Coeurl, Lamia, Leviathan, Behemoth, Midgardsormr, Famfrit, Excalibur, Gilgamesh"
Craftsman's Command Materia XI,10,2025-04-07 11:44 AM,"Diabolos, Goblin, Adamantoise, Leviathan, Jenova, Exodus, Faerie, Cactuar, Ultros, Excalibur"
Fire Crystal,10,2025-04-07 11:44 AM,"Balmung, Diabolos, Zalera, Jenova, Faerie, Cactuar, Siren, Lamia, Sargatanas, Gilgamesh"
Mate Cookie,10,2025-04-07 11:44 AM,"Brynhildr, Leviathan, Jenova, Midgardsormr, Faerie, Cactuar, Ultros, Excalibur, Sargatanas, Gilgamesh"
Quicktongue Materia XI,10,2025-04-07 11:44 AM,"Coeurl, Diabolos, Zalera, Adamantoise, Behemoth, Midgardsormr, Cactuar, Siren, Sargatanas, Gilgamesh"
Ra'Kaznar Ingot,10,2025-04-07 11:44 AM,"Balmung, Diabolos, Malboro, Leviathan, Behemoth, Cactuar, Famfrit, Excalibur, Sargatanas, Gilgamesh"
Rroneek Steak,10,2025-04-07 11:44 AM,"Balmung, Malboro, Mateus, Leviathan, Midgardsormr, Siren, Cactuar, Ultros, Lamia, Gilgamesh"
Sanctified Water,10,2025-04-07 11:44 AM,"Brynhildr, Goblin, Malboro, Adamantoise, Hyperion, Leviathan, Faerie, Siren, Lamia, Gilgamesh"
Ceremonial Armguards of Scouting,9,2025-04-07 11:43 AM,"Brynhildr, Balmung, Coeurl, Malboro, Lamia, Behemoth, Midgardsormr, Excalibur, Gilgamesh"
Ceremonial Armguards of Striking,9,2025-04-07 11:42 AM,"Brynhildr, Balmung, Coeurl, Diabolos, Zalera, Midgardsormr, Ultros, Famfrit, Gilgamesh"
Ceremonial Bangle of Fending,9,2025-04-07 11:43 AM,"Balmung, Coeurl, Adamantoise, Behemoth, Jenova, Exodus, Ultros, Excalibur, Gilgamesh"
Ceremonial Bangle of Slaying,9,2025-04-07 11:44 AM,"Balmung, Diabolos, Zalera, Jenova, Exodus, Midgardsormr, Ultros, Lamia, Gilgamesh"
Ceremonial Corselet of Fending,9,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Adamantoise, Behemoth, Exodus, Siren, Ultros, Famfrit, Sargatanas"
Ceremonial Earring of Aiming,9,2025-04-07 11:45 AM,"Brynhildr, Balmung, Coeurl, Behemoth, Jenova, Midgardsormr, Ultros, Lamia, Gilgamesh"
Ceremonial Earring of Fending,9,2025-04-07 11:45 AM,"Brynhildr, Balmung, Coeurl, Adamantoise, Behemoth, Jenova, Ultros, Excalibur, Gilgamesh"
Ceremonial Grimoire,9,2025-04-07 11:43 AM,"Brynhildr, Coeurl, Zalera, Lamia, Hyperion, Behemoth, Midgardsormr, Ultros, Excalibur"
Ceremonial Hose of Casting,9,2025-04-07 11:44 AM,"Coeurl, Diabolos, Adamantoise, Leviathan, Behemoth, Jenova, Exodus, Lamia, Sargatanas"
Ceremonial Hose of Maiming,9,2025-04-07 11:45 AM,"Brynhildr, Balmung, Coeurl, Malboro, Mateus, Behemoth, Midgardsormr, Ultros, Gilgamesh"
Ceremonial Longcap of Scouting,9,2025-04-07 11:44 AM,"Brynhildr, Balmung, Coeurl, Malboro, Behemoth, Midgardsormr, Ultros, Lamia, Gilgamesh"
Ceremonial Longpole,9,2025-04-07 11:43 AM,"Brynhildr, Coeurl, Goblin, Lamia, Behemoth, Midgardsormr, Siren, Excalibur, Sargatanas"
Ceremonial Necklace of Casting,9,2025-04-07 11:43 AM,"Brynhildr, Balmung, Diabolos, Adamantoise, Behemoth, Jenova, Siren, Ultros, Lamia"
Ceremonial Necklace of Healing,9,2025-04-07 11:41 AM,"Balmung, Coeurl, Malboro, Adamantoise, Behemoth, Exodus, Midgardsormr, Ultros, Lamia"
Ceremonial Ring of Fending,9,2025-04-07 11:43 AM,"Balmung, Coeurl, Malboro, Adamantoise, Behemoth, Jenova, Exodus, Ultros, Excalibur"
Ceremonial Saberfangs,9,2025-04-07 11:43 AM,"Brynhildr, Balmung, Coeurl, Malboro, Behemoth, Midgardsormr, Siren, Ultros, Lamia"
Ceremonial Thighboots of Healing,9,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Adamantoise, Behemoth, Jenova, Midgardsormr, Ultros, Excalibur, Gilgamesh"
Ceremonial Vambraces of Fending,9,2025-04-07 11:45 AM,"Brynhildr, Adamantoise, Lamia, Behemoth, Exodus, Ultros, Excalibur, Sargatanas, Gilgamesh"
Ceremonial Vambraces of Maiming,9,2025-04-07 11:42 AM,"Brynhildr, Balmung, Coeurl, Exodus, Midgardsormr, Faerie, Ultros, Famfrit, Gilgamesh"
Claro Walnut Lumber,9,2025-04-07 11:44 AM,"Brynhildr, Diabolos, Malboro, Mateus, Behemoth, Faerie, Cactuar, Famfrit, Gilgamesh"
Craftsman's Command Materia XII,9,2025-04-07 11:44 AM,"Malboro, Lamia, Jenova, Exodus, Cactuar, Ultros, Famfrit, Excalibur, Gilgamesh"
Cronopio Skin,9,2025-04-07 11:44 AM,"Balmung, Coeurl, Diabolos, Goblin, Zalera, Lamia, Adamantoise, Cactuar, Excalibur"
Figmental Weapon Coffer,9,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Lamia, Midgardsormr, Cactuar, Ultros, Famfrit, Excalibur, Sargatanas"
Gatherer's Guile Materia XI,9,2025-04-07 11:45 AM,"Balmung, Diabolos, Mateus, Adamantoise, Lamia, Jenova, Cactuar, Excalibur, Gilgamesh"
Neo Abrasive,9,2025-04-07 11:44 AM,"Balmung, Coeurl, Goblin, Malboro, Lamia, Famfrit, Excalibur, Sargatanas, Gilgamesh"
Piety Materia XI,9,2025-04-07 11:44 AM,"Goblin, Malboro, Mateus, Zalera, Behemoth, Faerie, Siren, Cactuar, Famfrit"
Shaaloani Coke,9,2025-04-07 11:45 AM,"Brynhildr, Balmung, Adamantoise, Jenova, Faerie, Siren, Famfrit, Lamia, Gilgamesh"
Shaaloani Oilseeds,9,2025-04-07 11:44 AM,"Brynhildr, Diabolos, Leviathan, Behemoth, Exodus, Faerie, Siren, Cactuar, Excalibur"
Star Quartz,9,2025-04-07 11:45 AM,"Brynhildr, Diabolos, Malboro, Hyperion, Behemoth, Midgardsormr, Famfrit, Excalibur, Sargatanas"
Tumbleclaw Weeds,9,2025-04-07 11:45 AM,"Brynhildr, Malboro, Lamia, Hyperion, Leviathan, Jenova, Excalibur, Sargatanas, Gilgamesh"
Bouncer's Holster Vest,8,2025-04-07 11:43 AM,"Coeurl, Diabolos, Malboro, Behemoth, Faerie, Ultros, Famfrit, Excalibur"
Ceremonial Bangle of Healing,8,2025-04-07 11:41 AM,"Balmung, Coeurl, Adamantoise, Behemoth, Jenova, Exodus, Midgardsormr, Ultros"
Ceremonial Bardiche,8,2025-04-07 11:43 AM,"Coeurl, Malboro, Adamantoise, Behemoth, Midgardsormr, Siren, Ultros, Lamia"
Ceremonial Codex,8,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Lamia, Adamantoise, Exodus, Midgardsormr, Ultros, Excalibur"
Ceremonial Culottes of Aiming,8,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Adamantoise, Jenova, Exodus, Midgardsormr, Ultros, Famfrit"
Ceremonial Culottes of Scouting,8,2025-04-07 11:44 AM,"Brynhildr, Balmung, Coeurl, Behemoth, Midgardsormr, Siren, Lamia, Gilgamesh"
Ceremonial Culottes of Striking,8,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Diabolos, Zalera, Jenova, Midgardsormr, Ultros, Lamia"
Ceremonial Earring of Slaying,8,2025-04-07 11:45 AM,"Balmung, Diabolos, Zalera, Behemoth, Jenova, Midgardsormr, Ultros, Gilgamesh"
Ceremonial Gloves of Healing,8,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Behemoth, Jenova, Exodus, Midgardsormr, Siren, Ultros"
Ceremonial Hood of Casting,8,2025-04-07 11:42 AM,"Coeurl, Diabolos, Adamantoise, Leviathan, Exodus, Famfrit, Sargatanas, Gilgamesh"
Ceremonial Hose of Healing,8,2025-04-07 11:45 AM,"Coeurl, Adamantoise, Behemoth, Jenova, Exodus, Midgardsormr, Siren, Lamia"
Ceremonial Longcap of Fending,8,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Adamantoise, Siren, Ultros, Excalibur, Sargatanas, Gilgamesh"
Ceremonial Longcap of Maiming,8,2025-04-07 11:43 AM,"Brynhildr, Balmung, Coeurl, Behemoth, Exodus, Midgardsormr, Ultros, Lamia"
Ceremonial Necklace of Fending,8,2025-04-07 11:44 AM,"Balmung, Coeurl, Adamantoise, Behemoth, Jenova, Exodus, Excalibur, Gilgamesh"
Ceremonial Ring of Casting,8,2025-04-07 11:45 AM,"Balmung, Coeurl, Diabolos, Adamantoise, Behemoth, Jenova, Siren, Ultros"
Ceremonial Ring of Healing,8,2025-04-07 11:41 AM,"Balmung, Coeurl, Adamantoise, Behemoth, Jenova, Midgardsormr, Ultros, Gilgamesh"
Ceremonial Ring of Slaying,8,2025-04-07 11:45 AM,"Balmung, Diabolos, Zalera, Behemoth, Jenova, Midgardsormr, Ultros, Gilgamesh"
Ceremonial Thighboots of Casting,8,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Adamantoise, Leviathan, Jenova, Exodus, Ultros, Sargatanas"
Ceremonial Wand,8,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Diabolos, Goblin, Midgardsormr, Siren, Ultros, Lamia"
Craftsman's Competence Materia XII,8,2025-04-07 11:43 AM,"Coeurl, Zalera, Adamantoise, Jenova, Faerie, Ultros, Excalibur, Gilgamesh"
Craftsman's Cunning Materia IX,8,2025-04-07 11:45 AM,"Balmung, Goblin, Hyperion, Faerie, Ultros, Famfrit, Lamia, Gilgamesh"
Diatryma Pelt,8,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Mateus, Zalera, Cactuar, Famfrit, Lamia, Gilgamesh"
Mollete,8,2025-04-07 11:44 AM,"Balmung, Adamantoise, Leviathan, Behemoth, Jenova, Midgardsormr, Excalibur, Gilgamesh"
Neon Street Blouson,8,2025-04-07 11:45 AM,"Coeurl, Diabolos, Malboro, Zalera, Adamantoise, Ultros, Famfrit, Lamia"
Octahedrite,8,2025-04-07 11:44 AM,"Balmung, Zalera, Leviathan, Jenova, Exodus, Faerie, Lamia, Gilgamesh"
Quicktongue Materia XII,8,2025-04-07 11:44 AM,"Balmung, Coeurl, Diabolos, Zalera, Adamantoise, Cactuar, Excalibur, Sargatanas"
Splendid Mate Leaves,8,2025-04-07 11:44 AM,"Diabolos, Behemoth, Midgardsormr, Siren, Cactuar, Famfrit, Excalibur, Gilgamesh"
Sungilt Aethersand,8,2025-04-07 11:41 AM,"Mateus, Jenova, Siren, Cactuar, Famfrit, Excalibur, Sargatanas, Gilgamesh"
Thunderyards Silk,8,2025-04-07 11:43 AM,"Coeurl, Lamia, Leviathan, Behemoth, Faerie, Famfrit, Excalibur, Gilgamesh"
White Gold Ingot,8,2025-04-07 11:44 AM,"Coeurl, Diabolos, Malboro, Hyperion, Midgardsormr, Siren, Cactuar, Famfrit"
Yak T'el Spring Water,8,2025-04-07 11:44 AM,"Brynhildr, Diabolos, Lamia, Exodus, Faerie, Siren, Excalibur, Sargatanas"
Bell Pepper,7,2025-04-07 11:43 AM,"Diabolos, Leviathan, Jenova, Exodus, Cactuar, Lamia, Sargatanas"
Blackseed Cotton Cloth,7,2025-04-07 11:42 AM,"Brynhildr, Leviathan, Behemoth, Siren, Famfrit, Excalibur, Gilgamesh"
Ceremonial Crakows of Striking,7,2025-04-07 11:45 AM,"Diabolos, Zalera, Jenova, Midgardsormr, Siren, Ultros, Famfrit"
Ceremonial Culverin,7,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Malboro, Midgardsormr, Siren, Ultros, Lamia"
Ceremonial Flat Brush,7,2025-04-07 11:43 AM,"Brynhildr, Coeurl, Behemoth, Midgardsormr, Ultros, Famfrit, Excalibur"
Ceremonial Greaves of Maiming,7,2025-04-07 11:45 AM,"Balmung, Malboro, Behemoth, Jenova, Midgardsormr, Famfrit, Gilgamesh"
Ceremonial Gunblade,7,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Malboro, Lamia, Midgardsormr, Ultros, Excalibur"
Ceremonial Pendulums,7,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Malboro, Exodus, Midgardsormr, Siren, Ultros"
Ceremonial Tulwar,7,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Zalera, Exodus, Midgardsormr, Siren, Excalibur"
Cochineal Pigment,7,2025-04-07 11:44 AM,"Balmung, Behemoth, Jenova, Exodus, Faerie, Lamia, Gilgamesh"
Craftsman's Cunning Materia XI,7,2025-04-07 11:45 AM,"Diabolos, Adamantoise, Midgardsormr, Faerie, Ultros, Excalibur, Gilgamesh"
General-purpose Jet Black Dye,7,2025-04-07 11:45 AM,"Goblin, Mateus, Zalera, Jenova, Ultros, Famfrit, Gilgamesh"
General-purpose Pastel Pink Dye,7,2025-04-07 11:44 AM,"Coeurl, Goblin, Zalera, Adamantoise, Jenova, Siren, Cactuar"
Grade 3 Gemdraught of Mind,7,2025-04-07 11:44 AM,"Coeurl, Adamantoise, Jenova, Midgardsormr, Siren, Famfrit, Sargatanas"
Grade 3 Gemsap of Vitality,7,2025-04-07 11:45 AM,"Coeurl, Malboro, Adamantoise, Leviathan, Exodus, Lamia, Sargatanas"
Hydrophobic Preservative,7,2025-04-07 11:44 AM,"Balmung, Coeurl, Mateus, Jenova, Ultros, Famfrit, Gilgamesh"
Magitek Repair Materials,7,2025-04-07 11:44 AM,"Brynhildr, Mateus, Lamia, Adamantoise, Hyperion, Behemoth, Excalibur"
Quickarm Materia XI,7,2025-04-07 11:44 AM,"Goblin, Mateus, Zalera, Adamantoise, Cactuar, Famfrit, Sargatanas"
Royal Hound,7,2025-04-07 11:43 AM,"Coeurl, Zalera, Midgardsormr, Faerie, Siren, Cactuar, Ultros"
Rroneek Serge,7,2025-04-07 11:43 AM,"Balmung, Diabolos, Mateus, Hyperion, Famfrit, Excalibur, Sargatanas"
Wind Crystal,7,2025-04-07 11:45 AM,"Balmung, Zalera, Jenova, Siren, Cactuar, Sargatanas, Gilgamesh"
Yyasulani Garlic,7,2025-04-07 11:45 AM,"Balmung, Diabolos, Malboro, Mateus, Midgardsormr, Sargatanas, Gilgamesh"
Acacia Bark,6,2025-04-07 11:44 AM,"Diabolos, Malboro, Leviathan, Exodus, Cactuar, Excalibur"
Acacia Log,6,2025-04-07 11:42 AM,"Mateus, Zalera, Cactuar, Ultros, Excalibur, Sargatanas"
Battledance Materia XII,6,2025-04-07 11:44 AM,"Balmung, Diabolos, Goblin, Mateus, Adamantoise, Faerie"
Ceremonial Armguards of Aiming,6,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Midgardsormr, Ultros, Famfrit, Gilgamesh"
Ceremonial Cleavers,6,2025-04-07 11:42 AM,"Brynhildr, Coeurl, Malboro, Lamia, Midgardsormr, Excalibur"
Ceremonial Corselet of Maiming,6,2025-04-07 11:43 AM,"Balmung, Behemoth, Exodus, Midgardsormr, Ultros, Gilgamesh"
Ceremonial Couse,6,2025-04-07 11:42 AM,"Brynhildr, Coeurl, Malboro, Midgardsormr, Ultros, Gilgamesh"
Ceremonial Crakows of Aiming,6,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Jenova, Midgardsormr, Ultros, Famfrit"
Ceremonial Earring of Healing,6,2025-04-07 11:42 AM,"Brynhildr, Coeurl, Adamantoise, Behemoth, Jenova, Midgardsormr"
Ceremonial Longcap of Aiming,6,2025-04-07 11:39 AM,"Brynhildr, Coeurl, Malboro, Behemoth, Exodus, Midgardsormr"
Ceremonial Shamshir,6,2025-04-07 11:44 AM,"Brynhildr, Balmung, Coeurl, Midgardsormr, Excalibur, Gilgamesh"
Ceremonial Shortbow,6,2025-04-07 11:42 AM,"Brynhildr, Coeurl, Malboro, Midgardsormr, Ultros, Gilgamesh"
Ceremonial Smallsword,6,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Midgardsormr, Siren, Ultros, Lamia"
Ceremonial Vest of Aiming,6,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Exodus, Midgardsormr, Ultros, Famfrit"
Ceremonial Vest of Striking,6,2025-04-07 11:45 AM,"Brynhildr, Diabolos, Zalera, Midgardsormr, Ultros, Lamia"
Clear Demimateria III,6,2025-04-07 11:45 AM,"Coeurl, Diabolos, Zalera, Hyperion, Behemoth, Famfrit"
Condensed Solution,6,2025-04-07 11:44 AM,"Diabolos, Zalera, Cactuar, Famfrit, Excalibur, Gilgamesh"
Cordia Log,6,2025-04-07 11:44 AM,"Balmung, Zalera, Behemoth, Jenova, Faerie, Gilgamesh"
Craftsman's Cunning Materia X,6,2025-04-07 11:43 AM,"Adamantoise, Behemoth, Exodus, Faerie, Ultros, Lamia"
Cronopio Leather,6,2025-04-07 11:44 AM,"Balmung, Diabolos, Goblin, Leviathan, Behemoth, Ultros"
Dark Matter Cluster,6,2025-04-07 11:41 AM,"Coeurl, Mateus, Behemoth, Exodus, Cactuar, Famfrit"
Earth Crystal,6,2025-04-07 11:42 AM,"Zalera, Jenova, Faerie, Famfrit, Sargatanas, Gilgamesh"
Egg of Elpis,6,2025-04-07 11:42 AM,"Adamantoise, Leviathan, Behemoth, Jenova, Faerie, Excalibur"
Gagana Leather,6,2025-04-07 11:43 AM,"Malboro, Hyperion, Famfrit, Excalibur, Sargatanas, Gilgamesh"
General-purpose Metallic Silver Dye,6,2025-04-07 11:45 AM,"Balmung, Coeurl, Diabolos, Mateus, Adamantoise, Siren"
Gomphotherium Skin,6,2025-04-07 11:43 AM,"Brynhildr, Diabolos, Goblin, Zalera, Leviathan, Exodus"
Grade 3 Gemsap of Dexterity,6,2025-04-07 11:44 AM,"Coeurl, Zalera, Behemoth, Lamia, Sargatanas, Gilgamesh"
Grade 3 Gemsap of Intelligence,6,2025-04-07 11:45 AM,"Coeurl, Behemoth, Exodus, Excalibur, Sargatanas, Gilgamesh"
Magnesia Whetstone,6,2025-04-07 11:43 AM,"Goblin, Adamantoise, Leviathan, Faerie, Famfrit, Sargatanas"
Maraging Steel Ingot,6,2025-04-07 11:42 AM,"Malboro, Behemoth, Midgardsormr, Ultros, Excalibur, Gilgamesh"
Piety Materia XII,6,2025-04-07 11:44 AM,"Goblin, Mateus, Adamantoise, Midgardsormr, Siren, Cactuar"
Ra'Kaznar Ore,6,2025-04-07 11:40 AM,"Coeurl, Mateus, Lamia, Cactuar, Excalibur, Gilgamesh"
Raptor Leather,6,2025-04-07 11:45 AM,"Adamantoise, Hyperion, Behemoth, Cactuar, Lamia, Sargatanas"
Raw Black Star,6,2025-04-07 11:44 AM,"Coeurl, Diabolos, Exodus, Siren, Cactuar, Gilgamesh"
Raw Rhodochrosite,6,2025-04-07 11:44 AM,"Balmung, Malboro, Leviathan, Jenova, Lamia, Gilgamesh"
Rhodochrosite,6,2025-04-07 11:43 AM,"Diabolos, Adamantoise, Behemoth, Ultros, Sargatanas, Gilgamesh"
Rroneek Fleece,6,2025-04-07 11:44 AM,"Diabolos, Malboro, Exodus, Cactuar, Famfrit, Gilgamesh"
Soot Black Dye,6,2025-04-07 11:43 AM,"Balmung, Coeurl, Mateus, Exodus, Midgardsormr, Sargatanas"
Titanium Gold Nugget,6,2025-04-07 11:42 AM,"Coeurl, Malboro, Cactuar, Excalibur, Sargatanas, Gilgamesh"
Tungsten Ink,6,2025-04-07 11:45 AM,"Mateus, Adamantoise, Behemoth, Famfrit, Lamia, Gilgamesh"
Water Cluster,6,2025-04-07 11:45 AM,"Zalera, Jenova, Siren, Cactuar, Sargatanas, Gilgamesh"
Water Crystal,6,2025-04-07 11:45 AM,"Zalera, Jenova, Siren, Cactuar, Sargatanas, Gilgamesh"
Alexandrian Axe Beak Wing,5,2025-04-07 11:44 AM,"Coeurl, Zalera, Exodus, Siren, Lamia"
Blue Zircon,5,2025-04-07 11:40 AM,"Coeurl, Adamantoise, Behemoth, Famfrit, Excalibur"
Bouncer's Holster Slacks,5,2025-04-07 11:43 AM,"Malboro, Leviathan, Ultros, Famfrit, Excalibur"
Ceremonial Chakrams,5,2025-04-07 11:41 AM,"Brynhildr, Coeurl, Diabolos, Midgardsormr, Ultros"
Ceremonial Claymore,5,2025-04-07 11:44 AM,"Brynhildr, Coeurl, Malboro, Midgardsormr, Ultros"
Ceremonial Torquetum,5,2025-04-07 11:45 AM,"Brynhildr, Coeurl, Exodus, Midgardsormr, Lamia"
Ceviche,5,2025-04-07 11:45 AM,"Balmung, Malboro, Siren, Lamia, Gilgamesh"
Cordia Lumber,5,2025-04-07 11:43 AM,"Balmung, Diabolos, Ultros, Famfrit, Gilgamesh"
Craftsman's Command Materia X,5,2025-04-07 11:44 AM,"Goblin, Adamantoise, Ultros, Famfrit, Excalibur"
Diatryma Felt,5,2025-04-07 11:44 AM,"Diabolos, Zalera, Behemoth, Ultros, Gilgamesh"
Dichromatic Dye,5,2025-04-07 11:40 AM,"Leviathan, Faerie, Siren, Excalibur, Sargatanas"
Electrum Ingot,5,2025-04-07 11:43 AM,"Diabolos, Behemoth, Cactuar, Sargatanas, Gilgamesh"
Everseeker's Headgear of Crafting,5,2025-04-07 11:39 AM,"Coeurl, Diabolos, Zalera, Siren, Ultros"
Fieldcraft Demimateria III,5,2025-04-07 11:45 AM,"Hyperion, Siren, Famfrit, Sargatanas, Gilgamesh"
Fire Shard,5,2025-04-07 11:44 AM,"Brynhildr, Zalera, Jenova, Siren, Cactuar"
Flexible Leather Band,5,2025-04-07 11:43 AM,"Leviathan, Behemoth, Faerie, Cactuar, Sargatanas"
Fulgurite,5,2025-04-07 11:44 AM,"Jenova, Exodus, Faerie, Lamia, Gilgamesh"
General-purpose Metallic Gold Dye,5,2025-04-07 11:45 AM,"Balmung, Mateus, Leviathan, Ultros, Famfrit"
General-purpose Metallic Purple Dye,5,2025-04-07 11:45 AM,"Balmung, Diabolos, Goblin, Mateus, Lamia"
